"sim.id","status","reg.of.origin","w","alpha","beta","sigma_E","carry.cap","energy.gradient","max.K","num.of.bins","max.time","max.richness","replicate","disturb_frequency","temperate_disturb_intensity","tropical_disturb_intensity","specn.gradient","specn.factor","gamma"
5408,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,64,0,0,0,"off",NA,0.1
5409,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,65,0,0,0,"off",NA,0.1
5410,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,66,0,0,0,"off",NA,0.1
5411,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,67,0,0,0,"off",NA,0.1
5412,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,68,0,0,0,"off",NA,0.1
5413,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,69,0,0,0,"off",NA,0.1
5414,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,70,0,0,0,"off",NA,0.1
5415,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,71,0,0,0,"off",NA,0.1
5416,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,72,0,0,0,"off",NA,0.1
5417,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,73,0,0,0,"off",NA,0.1
5418,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,74,0,0,0,"off",NA,0.1
5419,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,75,0,0,0,"off",NA,0.1
5420,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,76,0,0,0,"off",NA,0.1
5421,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,77,0,0,0,"off",NA,0.1
5422,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,78,0,0,0,"off",NA,0.1
5423,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,79,0,0,0,"off",NA,0.1
5424,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,80,0,0,0,"off",NA,0.1
5425,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,81,0,0,0,"off",NA,0.1
5426,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,82,0,0,0,"off",NA,0.1
5427,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,83,0,0,0,"off",NA,0.1
5428,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,84,0,0,0,"off",NA,0.1
5429,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,85,0,0,0,"off",NA,0.1
5430,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,86,0,0,0,"off",NA,0.1
5431,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,87,0,0,0,"off",NA,0.1
5432,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,88,0,0,0,"off",NA,0.1
5433,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,89,0,0,0,"off",NA,0.1
5434,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,90,0,0,0,"off",NA,0.1
5435,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,91,0,0,0,"off",NA,0.1
5436,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,92,0,0,0,"off",NA,0.1
5437,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,93,0,0,0,"off",NA,0.1
5438,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,94,0,0,0,"off",NA,0.1
5439,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,95,0,0,0,"off",NA,0.1
5440,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,96,0,0,0,"off",NA,0.1
5441,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,97,0,0,0,"off",NA,0.1
5442,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,98,0,0,0,"off",NA,0.1
5443,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,99,0,0,0,"off",NA,0.1
5444,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,100,0,0,0,"off",NA,0.1
5445,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,1,0,0,0,"on",100,0.1
5446,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,2,0,0,0,"on",100,0.1
5447,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,3,0,0,0,"on",100,0.1
5448,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,4,0,0,0,"on",100,0.1
5449,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,5,0,0,0,"on",100,0.1
5450,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,6,0,0,0,"on",100,0.1
5451,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,7,0,0,0,"on",100,0.1
5452,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,8,0,0,0,"on",100,0.1
5453,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,9,0,0,0,"on",100,0.1
5454,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,10,0,0,0,"on",100,0.1
5455,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,1,0,0,0,"on",100,0.1
5456,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,2,0,0,0,"on",100,0.1
5457,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,3,0,0,0,"on",100,0.1
5458,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,4,0,0,0,"on",100,0.1
5459,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,5,0,0,0,"on",100,0.1
5460,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,6,0,0,0,"on",100,0.1
5461,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,7,0,0,0,"on",100,0.1
5462,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,8,0,0,0,"on",100,0.1
5463,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,9,0,0,0,"on",100,0.1
5464,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,10,0,0,0,"on",100,0.1
5465,"completed","tropical",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,1,0,0,0,"on",100,0.1
5466,"completed","tropical",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,2,0,0,0,"on",100,0.1
5467,"completed","tropical",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,3,0,0,0,"on",100,0.1
5468,"completed","tropical",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,4,0,0,0,"on",100,0.1
5469,"completed","tropical",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,5,0,0,0,"on",100,0.1
5470,"completed","tropical",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,6,0,0,0,"on",100,0.1
5471,"completed","tropical",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,7,0,0,0,"on",100,0.1
5472,"completed","tropical",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,8,0,0,0,"on",100,0.1
5473,"completed","tropical",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,9,0,0,0,"on",100,0.1
5474,"completed","tropical",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,10,0,0,0,"on",100,0.1
5475,"completed","temperate",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,1,0,0,0,"on",100,0.1
5476,"completed","temperate",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,2,0,0,0,"on",100,0.1
5477,"completed","temperate",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,3,0,0,0,"on",100,0.1
5478,"completed","temperate",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,4,0,0,0,"on",100,0.1
5479,"completed","temperate",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,5,0,0,0,"on",100,0.1
5480,"completed","temperate",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,6,0,0,0,"on",100,0.1
5481,"completed","temperate",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,7,0,0,0,"on",100,0.1
5482,"completed","temperate",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,8,0,0,0,"on",100,0.1
5483,"completed","temperate",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,9,0,0,0,"on",100,0.1
5484,"completed","temperate",3,1e-06,1e-06,1,"on","off",22000,11,1e+05,10000,10,0,0,0,"on",100,0.1
5485,"completed","tropical",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,1,0,0,0,"off",NA,0.1
5486,"completed","tropical",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,2,0,0,0,"off",NA,0.1
5487,"completed","tropical",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,3,0,0,0,"off",NA,0.1
5488,"completed","tropical",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,4,0,0,0,"off",NA,0.1
5489,"completed","tropical",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,5,0,0,0,"off",NA,0.1
5490,"completed","tropical",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,6,0,0,0,"off",NA,0.1
5491,"completed","tropical",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,7,0,0,0,"off",NA,0.1
5492,"completed","tropical",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,8,0,0,0,"off",NA,0.1
5493,"completed","tropical",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,9,0,0,0,"off",NA,0.1
5494,"completed","tropical",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,10,0,0,0,"off",NA,0.1
5495,"completed","temperate",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,1,0,0,0,"off",NA,0.1
5496,"completed","temperate",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,2,0,0,0,"off",NA,0.1
5497,"completed","temperate",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,3,0,0,0,"off",NA,0.1
5498,"completed","temperate",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,4,0,0,0,"off",NA,0.1
5499,"completed","temperate",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,5,0,0,0,"off",NA,0.1
5500,"completed","temperate",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,6,0,0,0,"off",NA,0.1
5501,"completed","temperate",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,7,0,0,0,"off",NA,0.1
5502,"completed","temperate",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,8,0,0,0,"off",NA,0.1
5503,"completed","temperate",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,9,0,0,0,"off",NA,0.1
5504,"completed","temperate",3,1e-04,1e-04,1,"on","off",22000,11,1e+05,10000,10,0,0,0,"off",NA,0.1
5505,"completed","tropical",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,1,0,0,0,"off",NA,0.1
5506,"completed","tropical",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,2,0,0,0,"off",NA,0.1
5507,"completed","tropical",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,3,0,0,0,"off",NA,0.1
5508,"completed","tropical",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,4,0,0,0,"off",NA,0.1
5509,"completed","tropical",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,5,0,0,0,"off",NA,0.1
5510,"completed","tropical",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,6,0,0,0,"off",NA,0.1
5511,"completed","tropical",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,7,0,0,0,"off",NA,0.1
5512,"completed","tropical",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,8,0,0,0,"off",NA,0.1
5513,"completed","tropical",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,9,0,0,0,"off",NA,0.1
5514,"completed","tropical",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,10,0,0,0,"off",NA,0.1
5515,"completed","temperate",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,1,0,0,0,"off",NA,0.1
5516,"completed","temperate",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,2,0,0,0,"off",NA,0.1
5517,"completed","temperate",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,3,0,0,0,"off",NA,0.1
5518,"completed","temperate",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,4,0,0,0,"off",NA,0.1
5519,"completed","temperate",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,5,0,0,0,"off",NA,0.1
5520,"completed","temperate",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,6,0,0,0,"off",NA,0.1
5521,"completed","temperate",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,7,0,0,0,"off",NA,0.1
5522,"completed","temperate",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,8,0,0,0,"off",NA,0.1
5523,"completed","temperate",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,9,0,0,0,"off",NA,0.1
5524,"completed","temperate",3,1e-05,1e-04,1,"on","off",22000,11,50000,10000,10,0,0,0,"off",NA,0.1
5525,"completed","tropical",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,1,0,0,0,"on",100,0.1
5526,"completed","tropical",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,2,0,0,0,"on",100,0.1
5527,"completed","tropical",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,3,0,0,0,"on",100,0.1
5528,"completed","tropical",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,4,0,0,0,"on",100,0.1
5529,"completed","tropical",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,5,0,0,0,"on",100,0.1
5530,"completed","tropical",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,6,0,0,0,"on",100,0.1
5531,"completed","tropical",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,7,0,0,0,"on",100,0.1
5532,"completed","tropical",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,8,0,0,0,"on",100,0.1
5533,"completed","tropical",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,9,0,0,0,"on",100,0.1
5534,"completed","tropical",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,10,0,0,0,"on",100,0.1
5535,"completed","temperate",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,1,0,0,0,"on",100,0.1
5536,"completed","temperate",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,2,0,0,0,"on",100,0.1
5537,"completed","temperate",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,3,0,0,0,"on",100,0.1
5538,"completed","temperate",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,4,0,0,0,"on",100,0.1
5539,"completed","temperate",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,5,0,0,0,"on",100,0.1
5540,"completed","temperate",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,6,0,0,0,"on",100,0.1
5541,"completed","temperate",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,7,0,0,0,"on",100,0.1
5542,"completed","temperate",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,8,0,0,0,"on",100,0.1
5543,"completed","temperate",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,9,0,0,0,"on",100,0.1
5544,"completed","temperate",3,1e-06,1e-07,1,"on","off",22000,11,1e+05,10000,10,0,0,0,"on",100,0.1
5545,"completed","tropical",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,1,0,0,0,"on",100,0.1
5546,"completed","tropical",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,2,0,0,0,"on",100,0.1
5547,"completed","tropical",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,3,0,0,0,"on",100,0.1
5548,"completed","tropical",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,4,0,0,0,"on",100,0.1
5549,"completed","tropical",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,5,0,0,0,"on",100,0.1
5550,"completed","tropical",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,6,0,0,0,"on",100,0.1
5551,"completed","tropical",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,7,0,0,0,"on",100,0.1
5552,"completed","tropical",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,8,0,0,0,"on",100,0.1
5553,"completed","tropical",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,9,0,0,0,"on",100,0.1
5554,"completed","tropical",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,10,0,0,0,"on",100,0.1
5555,"completed","temperate",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,1,0,0,0,"on",100,0.1
5556,"completed","temperate",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,2,0,0,0,"on",100,0.1
5557,"completed","temperate",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,3,0,0,0,"on",100,0.1
5558,"completed","temperate",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,4,0,0,0,"on",100,0.1
5559,"completed","temperate",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,5,0,0,0,"on",100,0.1
5560,"completed","temperate",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,6,0,0,0,"on",100,0.1
5561,"completed","temperate",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,7,0,0,0,"on",100,0.1
5562,"completed","temperate",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,8,0,0,0,"on",100,0.1
5563,"completed","temperate",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,9,0,0,0,"on",100,0.1
5564,"completed","temperate",3,1e-06,1e-07,1,"on","on",40000,11,1e+05,10000,10,0,0,0,"on",100,0.1
5565,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,1,0,0,0,"on",100,0.1
5566,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,2,0,0,0,"on",100,0.1
5567,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,3,0,0,0,"on",100,0.1
5568,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,4,0,0,0,"on",100,0.1
5569,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,5,0,0,0,"on",100,0.1
5570,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,6,0,0,0,"on",100,0.1
5571,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,7,0,0,0,"on",100,0.1
5572,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,8,0,0,0,"on",100,0.1
5573,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,9,0,0,0,"on",100,0.1
5574,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,10,0,0,0,"on",100,0.1
5575,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,1,0,0,0,"on",100,0.1
5576,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,2,0,0,0,"on",100,0.1
5577,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,3,0,0,0,"on",100,0.1
5578,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,4,0,0,0,"on",100,0.1
5579,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,5,0,0,0,"on",100,0.1
5580,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,6,0,0,0,"on",100,0.1
5581,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,7,0,0,0,"on",100,0.1
5582,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,8,0,0,0,"on",100,0.1
5583,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,9,0,0,0,"on",100,0.1
5584,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,1e+05,10000,10,0,0,0,"on",100,0.1
5585,"completed","tropical",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,1,0,0,0,"on",100,0.1
5586,"completed","tropical",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,2,0,0,0,"on",100,0.1
5587,"completed","tropical",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,3,0,0,0,"on",100,0.1
5588,"completed","tropical",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,4,0,0,0,"on",100,0.1
5589,"completed","tropical",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,5,0,0,0,"on",100,0.1
5590,"completed","tropical",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,6,0,0,0,"on",100,0.1
5591,"completed","tropical",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,7,0,0,0,"on",100,0.1
5592,"completed","tropical",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,8,0,0,0,"on",100,0.1
5593,"completed","tropical",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,9,0,0,0,"on",100,0.1
5594,"completed","tropical",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,10,0,0,0,"on",100,0.1
5595,"completed","temperate",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,1,0,0,0,"on",100,0.1
5596,"completed","temperate",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,2,0,0,0,"on",100,0.1
5597,"completed","temperate",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,3,0,0,0,"on",100,0.1
5598,"completed","temperate",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,4,0,0,0,"on",100,0.1
5599,"completed","temperate",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,5,0,0,0,"on",100,0.1
5600,"completed","temperate",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,6,0,0,0,"on",100,0.1
5601,"completed","temperate",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,7,0,0,0,"on",100,0.1
5602,"completed","temperate",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,8,0,0,0,"on",100,0.1
5603,"completed","temperate",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,9,0,0,0,"on",100,0.1
5604,"completed","temperate",3,1e-06,1e-07,1,"off","off",22000,11,1e+05,10000,10,0,0,0,"on",100,0.1
5605,"completed","tropical",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,1,100,0.99,0.75,"off",NA,0.1
5606,"completed","tropical",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,2,100,0.99,0.75,"off",NA,0.1
5607,"completed","tropical",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,3,100,0.99,0.75,"off",NA,0.1
5608,"completed","tropical",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,4,100,0.99,0.75,"off",NA,0.1
5609,"completed","tropical",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,5,100,0.99,0.75,"off",NA,0.1
5610,"completed","tropical",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,6,100,0.99,0.75,"off",NA,0.1
5611,"completed","tropical",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,7,100,0.99,0.75,"off",NA,0.1
5612,"completed","tropical",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,8,100,0.99,0.75,"off",NA,0.1
5613,"completed","tropical",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,9,100,0.99,0.75,"off",NA,0.1
5614,"completed","tropical",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,10,100,0.99,0.75,"off",NA,0.1
5615,"completed","temperate",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,1,100,0.99,0.75,"off",NA,0.1
5616,"completed","temperate",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,2,100,0.99,0.75,"off",NA,0.1
5617,"completed","temperate",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,3,100,0.99,0.75,"off",NA,0.1
5618,"completed","temperate",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,4,100,0.99,0.75,"off",NA,0.1
5619,"completed","temperate",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,5,100,0.99,0.75,"off",NA,0.1
5620,"completed","temperate",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,6,100,0.99,0.75,"off",NA,0.1
5621,"completed","temperate",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,7,100,0.99,0.75,"off",NA,0.1
5622,"completed","temperate",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,8,100,0.99,0.75,"off",NA,0.1
5623,"completed","temperate",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,9,100,0.99,0.75,"off",NA,0.1
5624,"completed","temperate",3,1e-06,1e-04,1,"off","off",22000,11,30000,10000,10,100,0.99,0.75,"off",NA,0.1
5625,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,1,100,0.99,0.75,"off",NA,0.1
5626,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,2,100,0.99,0.75,"off",NA,0.1
5627,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,3,100,0.99,0.75,"off",NA,0.1
5628,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,4,100,0.99,0.75,"off",NA,0.1
5629,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,5,100,0.99,0.75,"off",NA,0.1
5630,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,6,100,0.99,0.75,"off",NA,0.1
5631,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,7,100,0.99,0.75,"off",NA,0.1
5632,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,8,100,0.99,0.75,"off",NA,0.1
5633,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,9,100,0.99,0.75,"off",NA,0.1
5634,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,10,100,0.99,0.75,"off",NA,0.1
5635,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,1e+05,10000,1,100,0.99,0.75,"off",NA,0.1
